"label","date","Type","id","color","size","value","group1","DegreeConnections"
"CIABJ",2018-04-01,"Liquid Bulk",159,"red",30,5686,"CI",9
"CMDLA",2018-04-01,"Liquid Bulk",145,"blue",30,3965,"CM",18
"GHTEM",2018-04-01,"Liquid Bulk",145,"red",30,4001,"GH",20
"COTRB",2018-04-01,"Liquid Bulk",24,"blue",30,7975,"CO",17
"CRMOB",2018-04-01,"Liquid Bulk",33,"red",30,4709,"CR",7
"DOMAN",2018-04-01,"Liquid Bulk",114,"red",30,7624,"DO",5
"ARSPD",2018-04-01,"Liquid Bulk",100,"red",30,8530,"AR",17
"USNNS",2018-04-01,"Liquid Bulk",186,"red",30,4753,"US",9
"BEANR",2018-05-01,"Liquid Bulk",50,"blue",30,9277,"BE",17
"GBLOW",2018-05-01,"Liquid Bulk",141,"red",30,2871,"GB",16
"SEYST",2018-05-01,"Liquid Bulk",75,"blue",30,3450,"SE",17
"ESSVQ",2018-05-01,"Liquid Bulk",46,"red",30,3785,"ES",11
"DKNAK",2018-05-01,"Liquid Bulk",144,"blue",30,3488,"DK",8
"GBSOU",2018-05-01,"Liquid Bulk",50,"blue",30,663,"GB",4
"GBSSS",2018-05-01,"Liquid Bulk",91,"blue",30,1928,"GB",6
"CIABJ",2018-05-01,"Liquid Bulk",95,"red",30,8926,"CI",20
"CMDLA",2018-05-01,"Liquid Bulk",127,"red",30,2062,"CM",10
"GHTEM",2018-05-01,"Liquid Bulk",76,"red",30,8206,"GH",19
"COTRB",2018-05-01,"Liquid Bulk",91,"red",30,8922,"CO",14
"CRMOB",2018-05-01,"Liquid Bulk",44,"red",30,6882,"CR",20
"DOMAN",2018-05-01,"Liquid Bulk",110,"red",30,5949,"DO",15
"ARSPD",2018-05-01,"Liquid Bulk",172,"blue",30,4223,"AR",15
"USNNS",2018-05-01,"Liquid Bulk",165,"red",30,9839,"US",2
"BEANR",2018-06-01,"Liquid Bulk",137,"blue",30,9642,"BE",1
"GBLOW",2018-06-01,"Liquid Bulk",150,"blue",30,1732,"GB",8
"SEYST",2018-06-01,"Liquid Bulk",6,"red",30,4032,"SE",16
"ESSVQ",2018-06-01,"Liquid Bulk",149,"blue",30,6349,"ES",14
"DKNAK",2018-06-01,"Liquid Bulk",154,"red",30,5642,"DK",19
"GBSOU",2018-06-01,"Liquid Bulk",129,"red",30,5807,"GB",19
"GBSSS",2018-06-01,"Liquid Bulk",141,"red",30,7382,"GB",10
"CIABJ",2018-06-01,"Liquid Bulk",158,"red",30,3019,"CI",4
"CMDLA",2018-06-01,"Liquid Bulk",110,"red",30,7545,"CM",5
"GHTEM",2018-06-01,"Liquid Bulk",13,"red",30,7684,"GH",5
"COTRB",2018-06-01,"Liquid Bulk",41,"red",30,4038,"CO",13
"CRMOB",2018-06-01,"Liquid Bulk",112,"blue",30,7606,"CR",16
"DOMAN",2018-06-01,"Liquid Bulk",184,"red",30,4842,"DO",9
"ARSPD",2018-06-01,"Liquid Bulk",131,"red",30,38,"AR",9
"USNNS",2018-06-01,"Liquid Bulk",4,"blue",30,8795,"US",19
"BEANR",2018-07-01,"Liquid Bulk",81,"red",30,6178,"BE",4
"GBLOW",2018-07-01,"Liquid Bulk",158,"blue",30,539,"GB",12
"SEYST",2018-07-01,"Liquid Bulk",32,"blue",30,1140,"SE",14
"ESSVQ",2018-07-01,"Liquid Bulk",43,"blue",30,2437,"ES",20
"DKNAK",2018-07-01,"Liquid Bulk",172,"blue",30,4472,"DK",12
"GBSOU",2018-07-01,"Liquid Bulk",27,"red",30,1950,"GB",1
"GBSSS",2018-07-01,"Liquid Bulk",61,"blue",30,4257,"GB",7
"CIABJ",2018-07-01,"Liquid Bulk",123,"blue",30,1545,"CI",16
"CMDLA",2018-07-01,"Liquid Bulk",34,"red",30,2857,"CM",9
"GHTEM",2018-07-01,"Liquid Bulk",163,"red",30,4511,"GH",17
"COTRB",2018-07-01,"Liquid Bulk",164,"red",30,3228,"CO",17
"CRMOB",2018-07-01,"Liquid Bulk",43,"blue",30,1718,"CR",2
"DOMAN",2018-07-01,"Liquid Bulk",61,"blue",30,8021,"DO",5
"ARSPD",2018-07-01,"Liquid Bulk",121,"blue",30,3467,"AR",11
"USNNS",2018-07-01,"Liquid Bulk",198,"red",30,8509,"US",17
"BEANR",2018-08-01,"Liquid Bulk",34,"blue",30,3489,"BE",20
"GBLOW",2018-08-01,"Liquid Bulk",191,"blue",30,3376,"GB",1
"SEYST",2018-08-01,"Liquid Bulk",157,"red",30,5862,"SE",20
"ESSVQ",2018-08-01,"Liquid Bulk",172,"blue",30,6292,"ES",6
"DKNAK",2018-08-01,"Liquid Bulk",79,"red",30,7929,"DK",20
"GBSOU",2018-08-01,"Liquid Bulk",162,"blue",30,9276,"GB",2
"GBSSS",2018-08-01,"Liquid Bulk",139,"red",30,7928,"GB",13
"CIABJ",2018-08-01,"Liquid Bulk",136,"blue",30,7191,"CI",11
"CMDLA",2018-08-01,"Liquid Bulk",197,"blue",30,4729,"CM",3
"GHTEM",2018-08-01,"Liquid Bulk",28,"blue",30,2468,"GH",15
"COTRB",2018-08-01,"Liquid Bulk",59,"red",30,9074,"CO",7
"CRMOB",2018-08-01,"Liquid Bulk",183,"blue",30,9389,"CR",12
"DOMAN",2018-08-01,"Liquid Bulk",33,"red",30,5071,"DO",11
"ARSPD",2018-08-01,"Liquid Bulk",117,"blue",30,2410,"AR",15
"USNNS",2018-08-01,"Liquid Bulk",168,"blue",30,2765,"US",9
"BEANR",2018-09-01,"Liquid Bulk",177,"blue",30,9862,"BE",14
"GBLOW",2018-09-01,"Liquid Bulk",66,"blue",30,6822,"GB",12
"SEYST",2018-09-01,"Liquid Bulk",115,"red",30,8859,"SE",2
"ESSVQ",2018-09-01,"Liquid Bulk",189,"red",30,4416,"ES",4
"DKNAK",2018-09-01,"Liquid Bulk",84,"blue",30,309,"DK",12
"GBSOU",2018-09-01,"Liquid Bulk",68,"blue",30,8353,"GB",6
"GBSSS",2018-09-01,"Liquid Bulk",58,"red",30,4761,"GB",11
"CIABJ",2018-09-01,"Liquid Bulk",140,"blue",30,153,"CI",16
"CMDLA",2018-09-01,"Liquid Bulk",93,"blue",30,1717,"CM",19
"GHTEM",2018-09-01,"Liquid Bulk",81,"red",30,9881,"GH",5
"COTRB",2018-09-01,"Liquid Bulk",139,"red",30,168,"CO",12
"CRMOB",2018-09-01,"Liquid Bulk",171,"red",30,5400,"CR",18
"DOMAN",2018-09-01,"Liquid Bulk",87,"red",30,3127,"DO",12
"ARSPD",2018-09-01,"Liquid Bulk",193,"red",30,7234,"AR",15
"USNNS",2018-09-01,"Liquid Bulk",82,"red",30,8984,"US",4
"BEANR",2018-10-01,"Liquid Bulk",25,"blue",30,6821,"BE",15
"GBLOW",2018-10-01,"Liquid Bulk",7,"red",30,3007,"GB",19
"SEYST",2018-10-01,"Liquid Bulk",139,"blue",30,5411,"SE",2
"ESSVQ",2018-10-01,"Liquid Bulk",179,"blue",30,7580,"ES",1
"DKNAK",2018-10-01,"Liquid Bulk",23,"blue",30,39,"DK",4
"GBSOU",2018-10-01,"Liquid Bulk",93,"blue",30,7066,"GB",7
"GBSSS",2018-10-01,"Liquid Bulk",156,"blue",30,9770,"GB",20
"CIABJ",2018-10-01,"Liquid Bulk",110,"blue",30,1425,"CI",1
"CMDLA",2018-10-01,"Liquid Bulk",179,"blue",30,4676,"CM",13
"GHTEM",2018-10-01,"Liquid Bulk",182,"blue",30,1728,"GH",15
"COTRB",2018-10-01,"Liquid Bulk",21,"red",30,5246,"CO",5
"CRMOB",2018-10-01,"Liquid Bulk",125,"red",30,9729,"CR",17
"DOMAN",2018-10-01,"Liquid Bulk",54,"red",30,7550,"DO",19
"ARSPD",2018-10-01,"Liquid Bulk",165,"red",30,2023,"AR",16
"USNNS",2018-10-01,"Liquid Bulk",115,"red",30,3855,"US",19
"BEANR",2018-11-01,"Liquid Bulk",99,"red",30,7773,"BE",13
"GBLOW",2018-11-01,"Liquid Bulk",39,"blue",30,6372,"GB",4
"SEYST",2018-11-01,"Liquid Bulk",164,"red",30,7949,"SE",9
"ESSVQ",2018-11-01,"Liquid Bulk",163,"blue",30,5848,"ES",16
"DKNAK",2018-11-01,"Liquid Bulk",20,"red",30,4045,"DK",15
"GBSOU",2018-11-01,"Liquid Bulk",51,"blue",30,1129,"GB",16
"GBSSS",2018-11-01,"Liquid Bulk",21,"blue",30,4958,"GB",3
"CIABJ",2018-11-01,"Liquid Bulk",78,"blue",30,5087,"CI",11
"CMDLA",2018-11-01,"Liquid Bulk",14,"blue",30,9544,"CM",6
"GHTEM",2018-11-01,"Liquid Bulk",45,"blue",30,1107,"GH",4
"COTRB",2018-11-01,"Liquid Bulk",139,"blue",30,7793,"CO",13
"CRMOB",2018-11-01,"Liquid Bulk",134,"blue",30,1800,"CR",17
"DOMAN",2018-11-01,"Liquid Bulk",191,"red",30,5147,"DO",3
"ARSPD",2018-11-01,"Liquid Bulk",23,"red",30,7187,"AR",18
"USNNS",2018-11-01,"Liquid Bulk",149,"blue",30,4971,"US",3
"BEANR",2018-12-01,"Liquid Bulk",29,"red",30,7033,"BE",5
"GBLOW",2018-12-01,"Liquid Bulk",196,"red",30,3489,"GB",10
"SEYST",2018-12-01,"Liquid Bulk",128,"red",30,2748,"SE",17
"ESSVQ",2018-12-01,"Liquid Bulk",49,"blue",30,5734,"ES",11
"DKNAK",2018-12-01,"Liquid Bulk",160,"red",30,9783,"DK",17
"GBSOU",2018-12-01,"Liquid Bulk",80,"red",30,3428,"GB",12
"GBSSS",2018-12-01,"Liquid Bulk",166,"red",30,591,"GB",1
"CIABJ",2018-12-01,"Liquid Bulk",21,"red",30,4729,"CI",9
"CMDLA",2018-12-01,"Liquid Bulk",153,"red",30,6965,"CM",3
"GHTEM",2018-12-01,"Liquid Bulk",198,"red",30,4068,"GH",13
"COTRB",2018-12-01,"Liquid Bulk",191,"red",30,3536,"CO",10
"CRMOB",2018-12-01,"Liquid Bulk",48,"red",30,287,"CR",4
"DOMAN",2018-12-01,"Liquid Bulk",129,"red",30,7112,"DO",14
"ARSPD",2018-12-01,"Liquid Bulk",22,"blue",30,6314,"AR",10
"USNNS",2018-12-01,"Liquid Bulk",163,"blue",30,5280,"US",6
"BEANR",2019-01-01,"Liquid Bulk",9,"blue",30,7829,"BE",11
"GBLOW",2019-01-01,"Liquid Bulk",27,"red",30,9679,"GB",11
"SEYST",2019-01-01,"Liquid Bulk",157,"red",30,2730,"SE",2
"ESSVQ",2019-01-01,"Liquid Bulk",171,"red",30,6019,"ES",20
"DKNAK",2019-01-01,"Liquid Bulk",101,"blue",30,8437,"DK",4
"GBSOU",2019-01-01,"Liquid Bulk",103,"red",30,7743,"GB",5
"GBSSS",2019-01-01,"Liquid Bulk",155,"blue",30,3147,"GB",18
"CIABJ",2019-01-01,"Liquid Bulk",153,"blue",30,77,"CI",15
"CMDLA",2019-01-01,"Liquid Bulk",61,"blue",30,7314,"CM",12
"GHTEM",2019-01-01,"Liquid Bulk",92,"blue",30,7889,"GH",16
"COTRB",2019-01-01,"Liquid Bulk",167,"red",30,725,"CO",3
"CRMOB",2019-01-01,"Liquid Bulk",26,"blue",30,9556,"CR",4
"DOMAN",2019-01-01,"Liquid Bulk",104,"red",30,4836,"DO",16
"ARSPD",2019-01-01,"Liquid Bulk",125,"blue",30,1448,"AR",19
"USNNS",2019-01-01,"Liquid Bulk",11,"blue",30,5955,"US",4
"BEANR",2019-02-01,"Liquid Bulk",159,"red",30,3352,"BE",7
"GBLOW",2019-02-01,"Liquid Bulk",199,"red",30,6754,"GB",11
"SEYST",2019-02-01,"Liquid Bulk",116,"red",30,2272,"SE",5
"ESSVQ",2019-02-01,"Liquid Bulk",150,"blue",30,4531,"ES",10
"DKNAK",2019-02-01,"Liquid Bulk",49,"blue",30,5950,"DK",5
"GBSOU",2019-02-01,"Liquid Bulk",120,"blue",30,8823,"GB",1
"GBSSS",2019-02-01,"Liquid Bulk",104,"blue",30,412,"GB",12
"CIABJ",2019-02-01,"Liquid Bulk",83,"red",30,5187,"CI",19
"CMDLA",2019-02-01,"Liquid Bulk",92,"red",30,3690,"CM",11
"GHTEM",2019-02-01,"Liquid Bulk",152,"blue",30,4020,"GH",1
"COTRB",2019-02-01,"Liquid Bulk",188,"blue",30,428,"CO",2
"CRMOB",2019-02-01,"Liquid Bulk",154,"red",30,2727,"CR",10
"DOMAN",2019-02-01,"Liquid Bulk",45,"blue",30,7178,"DO",7
"ARSPD",2019-02-01,"Liquid Bulk",88,"red",30,1238,"AR",19
"USNNS",2019-02-01,"Liquid Bulk",135,"blue",30,261,"US",5
"BEANR",2019-03-01,"Liquid Bulk",163,"blue",30,6347,"BE",15
"GBLOW",2019-03-01,"Liquid Bulk",106,"red",30,8102,"GB",15
"SEYST",2019-03-01,"Liquid Bulk",74,"blue",30,7452,"SE",13
"ESSVQ",2019-03-01,"Liquid Bulk",190,"red",30,1528,"ES",15
"DKNAK",2019-03-01,"Liquid Bulk",52,"red",30,6596,"DK",12
"GBSOU",2019-03-01,"Liquid Bulk",80,"blue",30,8360,"GB",20
"GBSSS",2019-03-01,"Liquid Bulk",168,"blue",30,4457,"GB",13
"CIABJ",2019-03-01,"Liquid Bulk",21,"blue",30,4436,"CI",15
"CMDLA",2019-03-01,"Liquid Bulk",108,"blue",30,544,"CM",20
"GHTEM",2019-03-01,"Liquid Bulk",148,"red",30,2116,"GH",16
"COTRB",2019-03-01,"Liquid Bulk",128,"blue",30,7684,"CO",6
"CRMOB",2019-03-01,"Liquid Bulk",5,"blue",30,4863,"CR",17
"DOMAN",2019-03-01,"Liquid Bulk",101,"red",30,7517,"DO",9
"ARSPD",2019-03-01,"Liquid Bulk",102,"blue",30,9625,"AR",1
"USNNS",2019-03-01,"Liquid Bulk",175,"red",30,6381,"US",12
"BEANR",2019-04-01,"Liquid Bulk",38,"red",30,5241,"BE",15
"GBLOW",2019-04-01,"Liquid Bulk",48,"red",30,7450,"GB",12
"SEYST",2019-04-01,"Liquid Bulk",166,"red",30,4175,"SE",16
"ESSVQ",2019-04-01,"Liquid Bulk",149,"blue",30,1968,"ES",8
"DKNAK",2019-04-01,"Liquid Bulk",134,"red",30,3728,"DK",8
"GBSOU",2019-04-01,"Liquid Bulk",6,"blue",30,6552,"GB",17
"GBSSS",2019-04-01,"Liquid Bulk",106,"red",30,5545,"GB",19
"CIABJ",2019-04-01,"Liquid Bulk",17,"red",30,8666,"CI",2
"CMDLA",2019-04-01,"Liquid Bulk",57,"blue",30,1078,"CM",1
"GHTEM",2019-04-01,"Liquid Bulk",155,"blue",30,2228,"GH",10
"COTRB",2019-04-01,"Liquid Bulk",193,"blue",30,7510,"CO",17
"CRMOB",2019-04-01,"Liquid Bulk",69,"blue",30,6830,"CR",15
"DOMAN",2019-04-01,"Liquid Bulk",186,"blue",30,2999,"DO",10
"ARSPD",2019-04-01,"Liquid Bulk",75,"red",30,3231,"AR",4
"USNNS",2019-04-01,"Liquid Bulk",155,"red",30,5870,"US",14
"BEANR",2019-05-01,"Liquid Bulk",34,"blue",30,3175,"BE",19
"GBLOW",2019-05-01,"Liquid Bulk",45,"blue",30,3174,"GB",3
"SEYST",2019-05-01,"Liquid Bulk",77,"blue",30,3896,"SE",6
"ESSVQ",2019-05-01,"Liquid Bulk",66,"blue",30,6547,"ES",9
"DKNAK",2019-05-01,"Liquid Bulk",108,"red",30,8375,"DK",3
"GBSOU",2019-05-01,"Liquid Bulk",158,"red",30,9565,"GB",11
"GBSSS",2019-05-01,"Liquid Bulk",42,"blue",30,3333,"GB",14
"CIABJ",2019-05-01,"Liquid Bulk",80,"red",30,9781,"CI",9
"CMDLA",2019-05-01,"Liquid Bulk",16,"blue",30,5364,"CM",10
"GHTEM",2019-05-01,"Liquid Bulk",50,"red",30,4691,"GH",7
"COTRB",2019-05-01,"Liquid Bulk",194,"red",30,7513,"CO",3
"CRMOB",2019-05-01,"Liquid Bulk",125,"blue",30,1945,"CR",16
"DOMAN",2019-05-01,"Liquid Bulk",183,"blue",30,2375,"DO",9
"ARSPD",2019-05-01,"Liquid Bulk",138,"red",30,5246,"AR",18
"USNNS",2019-05-01,"Liquid Bulk",95,"blue",30,1127,"US",18
"BEANR",2019-06-01,"Liquid Bulk",51,"blue",30,8040,"BE",9
"GBLOW",2019-06-01,"Liquid Bulk",42,"blue",30,710,"GB",5
"SEYST",2019-06-01,"Liquid Bulk",25,"red",30,1552,"SE",10
"ESSVQ",2019-06-01,"Liquid Bulk",44,"red",30,5731,"ES",5
"DKNAK",2019-06-01,"Liquid Bulk",6,"red",30,7523,"DK",10
"GBSOU",2019-06-01,"Liquid Bulk",41,"red",30,5226,"GB",16
"GBSSS",2019-06-01,"Liquid Bulk",168,"red",30,2671,"GB",2
"CIABJ",2019-06-01,"Liquid Bulk",176,"red",30,4695,"CI",19
"CMDLA",2019-06-01,"Liquid Bulk",17,"blue",30,3986,"CM",20
"GHTEM",2019-06-01,"Liquid Bulk",31,"blue",30,4744,"GH",4
"COTRB",2019-06-01,"Liquid Bulk",109,"red",30,283,"CO",18
"CRMOB",2019-06-01,"Liquid Bulk",143,"red",30,1118,"CR",17
"DOMAN",2019-06-01,"Liquid Bulk",79,"red",30,8218,"DO",20
"ARSPD",2019-06-01,"Liquid Bulk",98,"blue",30,8359,"AR",8
"USNNS",2019-06-01,"Liquid Bulk",11,"red",30,2345,"US",9
"BEANR",2019-07-01,"Liquid Bulk",23,"red",30,9246,"BE",19
"GBLOW",2019-07-01,"Liquid Bulk",84,"blue",30,957,"GB",5
"SEYST",2019-07-01,"Liquid Bulk",95,"blue",30,8929,"SE",19
"ESSVQ",2019-07-01,"Liquid Bulk",44,"blue",30,9266,"ES",18
"DKNAK",2019-07-01,"Liquid Bulk",110,"red",30,6736,"DK",1
"GBSOU",2019-07-01,"Liquid Bulk",50,"blue",30,5614,"GB",1
"GBSSS",2019-07-01,"Liquid Bulk",142,"red",30,4631,"GB",12
"CIABJ",2019-07-01,"Liquid Bulk",31,"blue",30,7188,"CI",4
"CMDLA",2019-07-01,"Liquid Bulk",3,"red",30,7851,"CM",11
"GHTEM",2019-07-01,"Liquid Bulk",142,"blue",30,5356,"GH",13
"COTRB",2019-07-01,"Liquid Bulk",105,"blue",30,3512,"CO",16
"CRMOB",2019-07-01,"Liquid Bulk",109,"blue",30,3793,"CR",7
"DOMAN",2019-07-01,"Liquid Bulk",145,"blue",30,6720,"DO",13
"ARSPD",2019-07-01,"Liquid Bulk",37,"blue",30,1102,"AR",18
"USNNS",2019-07-01,"Liquid Bulk",196,"blue",30,5029,"US",5
"BEANR",2019-08-01,"Liquid Bulk",46,"blue",30,4678,"BE",6
"GBLOW",2019-08-01,"Liquid Bulk",154,"blue",30,4757,"GB",1
"SEYST",2019-08-01,"Liquid Bulk",41,"blue",30,8124,"SE",14
"ESSVQ",2019-08-01,"Liquid Bulk",116,"blue",30,7142,"ES",9
"DKNAK",2019-08-01,"Liquid Bulk",88,"red",30,4613,"DK",14
"GBSOU",2019-08-01,"Liquid Bulk",107,"blue",30,114,"GB",10
"GBSSS",2019-08-01,"Liquid Bulk",57,"red",30,1735,"GB",3
"CIABJ",2019-08-01,"Liquid Bulk",142,"blue",30,3685,"CI",20
"CMDLA",2019-08-01,"Liquid Bulk",198,"red",30,7640,"CM",18
"GHTEM",2019-08-01,"Liquid Bulk",40,"blue",30,2288,"GH",10
"COTRB",2019-08-01,"Liquid Bulk",99,"red",30,3650,"CO",5
"CRMOB",2019-08-01,"Liquid Bulk",133,"red",30,9538,"CR",3
"DOMAN",2019-08-01,"Liquid Bulk",82,"red",30,7253,"DO",6
"ARSPD",2019-08-01,"Liquid Bulk",183,"blue",30,1547,"AR",17
"USNNS",2019-08-01,"Liquid Bulk",127,"red",30,5134,"US",7
"BEANR",2019-09-01,"Liquid Bulk",191,"blue",30,7778,"BE",11
"GBLOW",2019-09-01,"Liquid Bulk",100,"red",30,3269,"GB",7
"SEYST",2019-09-01,"Liquid Bulk",137,"red",30,6490,"SE",8
"ESSVQ",2019-09-01,"Liquid Bulk",24,"blue",30,871,"ES",11
"DKNAK",2019-09-01,"Liquid Bulk",161,"red",30,1543,"DK",4
"GBSOU",2019-09-01,"Liquid Bulk",141,"red",30,4683,"GB",12
"GBSSS",2019-09-01,"Liquid Bulk",143,"blue",30,5262,"GB",4
"CIABJ",2019-09-01,"Liquid Bulk",11,"red",30,7090,"CI",5
"CMDLA",2019-09-01,"Liquid Bulk",41,"red",30,1080,"CM",11
"GHTEM",2019-09-01,"Liquid Bulk",12,"red",30,8500,"GH",12
"COTRB",2019-09-01,"Liquid Bulk",39,"red",30,6999,"CO",6
"CRMOB",2019-09-01,"Liquid Bulk",152,"red",30,202,"CR",3
"DOMAN",2019-09-01,"Liquid Bulk",176,"blue",30,5177,"DO",9
"ARSPD",2019-09-01,"Liquid Bulk",76,"red",30,5567,"AR",18
"USNNS",2019-09-01,"Liquid Bulk",130,"red",30,2780,"US",15
"BEANR",2019-10-01,"Liquid Bulk",95,"red",30,7636,"BE",14
"GBLOW",2019-10-01,"Liquid Bulk",144,"red",30,9274,"GB",20
"SEYST",2019-10-01,"Liquid Bulk",8,"red",30,6758,"SE",16
"ESSVQ",2019-10-01,"Liquid Bulk",111,"red",30,3479,"ES",16
"DKNAK",2019-10-01,"Liquid Bulk",111,"red",30,3504,"DK",2
"GBSOU",2019-10-01,"Liquid Bulk",52,"blue",30,2307,"GB",14
"GBSSS",2019-10-01,"Liquid Bulk",58,"blue",30,3698,"GB",6
"CIABJ",2019-10-01,"Liquid Bulk",164,"red",30,8488,"CI",17
"CMDLA",2019-10-01,"Liquid Bulk",152,"red",30,1865,"CM",10
"GHTEM",2019-10-01,"Liquid Bulk",37,"red",30,4849,"GH",20
"COTRB",2019-10-01,"Liquid Bulk",116,"red",30,1313,"CO",10
"CRMOB",2019-10-01,"Liquid Bulk",166,"red",30,6164,"CR",11
"DOMAN",2019-10-01,"Liquid Bulk",78,"red",30,6916,"DO",1
"ARSPD",2019-10-01,"Liquid Bulk",59,"red",30,7904,"AR",4
"USNNS",2019-10-01,"Liquid Bulk",160,"blue",30,5656,"US",12
"BEANR",2019-11-01,"Liquid Bulk",32,"red",30,8731,"BE",12
"GBLOW",2019-11-01,"Liquid Bulk",125,"blue",30,1764,"GB",17
"SEYST",2019-11-01,"Liquid Bulk",172,"blue",30,3169,"SE",7
"ESSVQ",2019-11-01,"Liquid Bulk",139,"red",30,3644,"ES",1
"DKNAK",2019-11-01,"Liquid Bulk",160,"blue",30,148,"DK",19
"GBSOU",2019-11-01,"Liquid Bulk",39,"red",30,9167,"GB",17
"GBSSS",2019-11-01,"Liquid Bulk",151,"blue",30,8812,"GB",15
"CIABJ",2019-11-01,"Liquid Bulk",169,"red",30,4106,"CI",19
"CMDLA",2019-11-01,"Liquid Bulk",173,"blue",30,4116,"CM",12
"GHTEM",2019-11-01,"Liquid Bulk",20,"blue",30,2735,"GH",8
"COTRB",2019-11-01,"Liquid Bulk",74,"red",30,3255,"CO",16
"CRMOB",2019-11-01,"Liquid Bulk",93,"blue",30,934,"CR",8
"DOMAN",2019-11-01,"Liquid Bulk",157,"blue",30,516,"DO",1
"ARSPD",2019-11-01,"Liquid Bulk",25,"blue",30,3737,"AR",13
"USNNS",2019-11-01,"Liquid Bulk",42,"blue",30,63,"US",10
"BEANR",2019-12-01,"Liquid Bulk",135,"red",30,7444,"BE",10
"GBLOW",2019-12-01,"Liquid Bulk",191,"blue",30,6606,"GB",9
"SEYST",2019-12-01,"Liquid Bulk",26,"red",30,4918,"SE",3
"ESSVQ",2019-12-01,"Liquid Bulk",139,"red",30,7302,"ES",19
"DKNAK",2019-12-01,"Liquid Bulk",139,"blue",30,7639,"DK",10
"GBSOU",2019-12-01,"Liquid Bulk",1,"blue",30,8713,"GB",13
"GBSSS",2019-12-01,"Liquid Bulk",159,"blue",30,7421,"GB",12
"CIABJ",2019-12-01,"Liquid Bulk",61,"blue",30,768,"CI",20
"CMDLA",2019-12-01,"Liquid Bulk",10,"blue",30,9555,"CM",7
"GHTEM",2019-12-01,"Liquid Bulk",6,"blue",30,9962,"GH",5
"COTRB",2019-12-01,"Liquid Bulk",159,"blue",30,2701,"CO",7
"CRMOB",2019-12-01,"Liquid Bulk",7,"red",30,4596,"CR",2
"DOMAN",2019-12-01,"Liquid Bulk",53,"blue",30,2850,"DO",16
"ARSPD",2019-12-01,"Liquid Bulk",119,"red",30,4799,"AR",8
"USNNS",2019-12-01,"Liquid Bulk",85,"red",30,7728,"US",10
"BEANR",2020-01-01,"Liquid Bulk",42,"blue",30,2166,"BE",4
"GBLOW",2020-01-01,"Liquid Bulk",36,"blue",30,3959,"GB",6
"SEYST",2020-01-01,"Liquid Bulk",103,"blue",30,5051,"SE",1
"ESSVQ",2020-01-01,"Liquid Bulk",65,"blue",30,9951,"ES",4
"DKNAK",2020-01-01,"Liquid Bulk",54,"blue",30,657,"DK",5
"GBSOU",2020-01-01,"Liquid Bulk",159,"blue",30,9156,"GB",12
"GBSSS",2020-01-01,"Liquid Bulk",154,"blue",30,7211,"GB",1
"CIABJ",2020-01-01,"Liquid Bulk",74,"blue",30,4815,"CI",8
"CMDLA",2020-01-01,"Liquid Bulk",164,"red",30,5487,"CM",8
"GHTEM",2020-01-01,"Liquid Bulk",139,"blue",30,9146,"GH",11
"COTRB",2020-01-01,"Liquid Bulk",192,"red",30,458,"CO",12
"CRMOB",2020-01-01,"Liquid Bulk",2,"blue",30,1590,"CR",11
"DOMAN",2020-01-01,"Liquid Bulk",130,"blue",30,423,"DO",20
"ARSPD",2020-01-01,"Liquid Bulk",135,"blue",30,3450,"AR",16
"USNNS",2020-01-01,"Liquid Bulk",52,"red",30,1605,"US",19
"BEANR",2020-02-01,"Liquid Bulk",65,"red",30,7688,"BE",13
"GBLOW",2020-02-01,"Liquid Bulk",57,"red",30,3490,"GB",12
"SEYST",2020-02-01,"Liquid Bulk",33,"red",30,8698,"SE",14
"ESSVQ",2020-02-01,"Liquid Bulk",3,"blue",30,3502,"ES",6
"DKNAK",2020-02-01,"Liquid Bulk",28,"red",30,2503,"DK",10
"GBSOU",2020-02-01,"Liquid Bulk",185,"blue",30,1681,"GB",14
"GBSSS",2020-02-01,"Liquid Bulk",176,"red",30,4159,"GB",12
"CIABJ",2020-02-01,"Liquid Bulk",91,"blue",30,7929,"CI",20
"CMDLA",2020-02-01,"Liquid Bulk",47,"red",30,4979,"CM",5
"GHTEM",2020-02-01,"Liquid Bulk",63,"red",30,3922,"GH",3
"COTRB",2020-02-01,"Liquid Bulk",129,"blue",30,5018,"CO",16
"CRMOB",2020-02-01,"Liquid Bulk",110,"red",30,592,"CR",13
"DOMAN",2020-02-01,"Liquid Bulk",18,"red",30,1384,"DO",10
"ARSPD",2020-02-01,"Liquid Bulk",158,"red",30,399,"AR",6
"USNNS",2020-02-01,"Liquid Bulk",94,"red",30,5163,"US",16
"BEANR",2020-03-01,"Liquid Bulk",34,"blue",30,8597,"BE",12
"GBLOW",2020-03-01,"Liquid Bulk",123,"red",30,737,"GB",18
"SEYST",2020-03-01,"Liquid Bulk",74,"red",30,271,"SE",20
"ESSVQ",2020-03-01,"Liquid Bulk",162,"blue",30,5089,"ES",13
"DKNAK",2020-03-01,"Liquid Bulk",175,"blue",30,6998,"DK",14
"GBSOU",2020-03-01,"Liquid Bulk",74,"red",30,373,"GB",9
"GBSSS",2020-03-01,"Liquid Bulk",129,"red",30,8385,"GB",17
"CIABJ",2020-03-01,"Liquid Bulk",58,"blue",30,8668,"CI",8
"CMDLA",2020-03-01,"Liquid Bulk",13,"blue",30,3191,"CM",6
"GHTEM",2020-03-01,"Liquid Bulk",25,"blue",30,5635,"GH",11
